Laptop_ID,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price (LKR)
LNK-3712,Lenovo Yoga 7i,Used,Lenovo,Yoga 7i,AMD Ryzen 3 7320U,16GB,1TB,SSD SATA,Intel Graphics,"17.3"" QHD 240Hz",No,76000
LNK-3713,Lenovo Legion 5 Pro,New,Lenovo,Legion 5 Pro,AMD Ryzen 9 7945HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,932000
LNK-3714,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,AMD Ryzen 5 7520U,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",Yes,152500
LNK-3715,Lenovo Yoga 7i,New,Lenovo,Yoga 7i,AMD Ryzen 9 7945HX,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4080,"14.0"" FHD",Yes,640000
LNK-3716,Dell Vostro 3520,Refurbished,Dell,Vostro 3520,Intel Core i3-1215U,16GB,512GB,eMMC,Intel Graphics,"16.0"" UHD+ OLED",No,139500
LNK-3717,Gigabyte Aorus 15,New,Gigabyte,Aorus 15,AMD Ryzen 7 7840HS,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4050,"15.6"" FHD 144Hz",No,373000
LNK-3718,MSI Katana 17,Used,MSI,Katana 17,AMD Ryzen 5 7520U,8GB,256GB,SSD NVMe,Intel Graphics,"16.0"" UHD+ OLED",No,94500
LNK-3719,HP Pavilion 15,Refurbished,HP,Pavilion 15,Intel Core i3-1215U,16GB,512GB,eMMC,NVIDIA GeForce RTX 3050,"14.0"" QHD 120Hz",No,100000
LNK-3720,Apple MacBook Pro M3 Max,Refurbished,Apple,MacBook Pro M3 Max,Apple M2 (8-core),8GB,512GB,SSD NVMe,Apple M2 Integrated,"14.0"" QHD 120Hz",No,217000
LNK-3721,Acer Aspire 5,New,Acer,Aspire 5,Intel Core i9-14900HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,574000
LNK-3722,Gigabyte G5 KF,Used,Gigabyte,G5 KF,Intel Core i7-13700H,64GB,512GB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,189000
LNK-3723,HP EliteBook 840,Refurbished,HP,EliteBook 840,Intel Core i7-13620H,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" UHD+ OLED",No,265000
LNK-3724,HP Spectre x360,New,HP,Spectre x360,Intel Core Ultra 7 155H,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,577000
LNK-3725,Apple MacBook Pro M2 Pro,New,Apple,MacBook Pro M2 Pro,Apple M1 (8-core),8GB,512GB,SSD NVMe,Apple M1 Integrated,"13.3"" FHD",No,211500
LNK-3726,Microsoft Surface Laptop Studio 2,New,Microsoft,Surface Laptop Studio 2,Intel Core i5-13420H,64GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",Yes,273500
LNK-3727,Lenovo ThinkPad E14,Refurbished,Lenovo,ThinkPad E14,AMD Ryzen 7 7840HS,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4060,"17.3"" QHD 240Hz",No,250500
LNK-3728,Acer Aspire 3,Used,Acer,Aspire 3,AMD Ryzen 3 7320U,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" WQXGA 165Hz",No,81000
LNK-3729,ASUS ROG Zephyrus G14,New,ASUS,ROG Zephyrus G14,AMD Ryzen 7 7730U,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,175000
LNK-3730,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,AMD Ryzen 9 7945HX,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 144Hz",No,247500
LNK-3731,Apple MacBook Pro M3 Max,Refurbished,Apple,MacBook Pro M3 Max,Apple M1 (8-core),8GB,256GB,SSD NVMe,Apple M1 Integrated,"13.3"" FHD",No,150000
LNK-3732,Apple MacBook Pro M3 Max,Used,Apple,MacBook Pro M3 Max,Apple M3 Max (14-core),64GB,2TB,SSD NVMe,Apple M3 Max Integrated,"13.3"" FHD",No,273000
LNK-3733,Gigabyte Aero 14 OLED,New,Gigabyte,Aero 14 OLED,Intel Core i9-14900HX,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",No,518500
LNK-3734,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,AMD Ryzen 7 7840HS,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 144Hz",Yes,391000
LNK-3735,ASUS ZenBook 14,Refurbished,ASUS,ZenBook 14,AMD Ryzen 7 7730U,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",No,240500
LNK-3736,Apple MacBook Air M1,Used,Apple,MacBook Air M1,Apple M3 (8-core),8GB,512GB,SSD NVMe,Apple M3 Integrated,"14.0"" QHD 120Hz",No,178000
LNK-3737,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,Intel Core Ultra 5 125H,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,329000
LNK-3738,Dell Latitude 3540,Refurbished,Dell,Latitude 3540,AMD Ryzen 5 5500U,8GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",Yes,126500
LNK-3739,Acer TravelMate P2,Refurbished,Acer,TravelMate P2,Intel Core i5-1235U,32GB,2TB,SSD NVMe,Intel Graphics,"14.0"" FHD",No,187500
LNK-3740,Lenovo ThinkPad X1 Carbon,Used,Lenovo,ThinkPad X1 Carbon,Intel Core i9-14900HX,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" UHD+ OLED",No,405000
LNK-3741,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,AMD Ryzen 7 7730U,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,154500
LNK-3742,HP Pavilion 15,Refurbished,HP,Pavilion 15,AMD Ryzen 7 7730U,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,221000
LNK-3743,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,AMD Ryzen 7 7840HS,32GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",Yes,138000
LNK-3744,Dell XPS 15,Used,Dell,XPS 15,Intel Core i9-14900HX,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,477000
LNK-3745,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,Intel Core Ultra 5 125H,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",Yes,228000
LNK-3746,Microsoft Surface Laptop 5,Refurbished,Microsoft,Surface Laptop 5,AMD Ryzen 5 7520U,8GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",Yes,226000
LNK-3747,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,Intel Core Ultra 5 125H,16GB,2TB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,258000
LNK-3748,Apple MacBook Pro M2 Pro,Refurbished,Apple,MacBook Pro M2 Pro,Apple M2 (8-core),8GB,256GB,SSD NVMe,Apple M2 Integrated,"13.3"" FHD",No,189500
LNK-3749,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,AMD Ryzen 5 7520U,8GB,1TB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,122000
LNK-3750,MSI Prestige 14,New,MSI,Prestige 14,Intel Core i3-1215U,8GB,1TB,SSD SATA,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,129000
LNK-3751,Lenovo IdeaPad Slim 3,New,Lenovo,IdeaPad Slim 3,Intel Core Ultra 7 155H,8GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,272500
LNK-3752,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,Intel Core Ultra 7 155H,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4050,"17.3"" QHD 240Hz",No,381500
LNK-3753,ASUS Vivobook 15,Refurbished,ASUS,Vivobook 15,AMD Ryzen 5 7640HS,8GB,1TB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,119000
LNK-3754,ASUS TUF Gaming A15,Used,ASUS,TUF Gaming A15,Intel Core i5-13420H,64GB,1TB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,145000
LNK-3755,MSI Cyborg 15,Used,MSI,Cyborg 15,AMD Ryzen 7 7840HS,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4050,"16.0"" WQXGA 165Hz",No,210000
LNK-3756,Acer Aspire 3,Used,Acer,Aspire 3,AMD Ryzen 5 5500U,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,144500
LNK-3757,Acer Swift Go 14,Used,Acer,Swift Go 14,AMD Ryzen 9 7945HX,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"14.0"" QHD 120Hz",No,344000
LNK-3758,Lenovo Yoga 7i,New,Lenovo,Yoga 7i,Intel Core Ultra 7 155H,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" UHD+ OLED",Yes,542500
LNK-3759,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,Intel Core i7-14700HX,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",Yes,700000
LNK-3760,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,AMD Ryzen 7 7840HS,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"13.3"" FHD",No,320500
LNK-3761,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,AMD Ryzen 7 7730U,64GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,269500
LNK-3762,HP ProBook 450,Refurbished,HP,ProBook 450,AMD Ryzen 5 7640HS,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,178500
LNK-3763,Lenovo LOQ 15,New,Lenovo,LOQ 15,Intel Core i7-13620H,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",No,491000
LNK-3764,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,AMD Ryzen 9 7945HX,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 144Hz",No,560000
LNK-3765,Samsung Galaxy Book4 Pro,New,Samsung,Galaxy Book4 Pro,Intel Core i3-1215U,32GB,512GB,eMMC,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,150500
LNK-3766,Dell Inspiron 15,Refurbished,Dell,Inspiron 15,AMD Ryzen 5 7520U,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",No,130500
LNK-3767,Samsung Galaxy Book4 Pro,New,Samsung,Galaxy Book4 Pro,AMD Ryzen 7 7840HS,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",No,437000
LNK-3768,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,Intel Core i5-1235U,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",No,131500
LNK-3769,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,Intel Core Ultra 7 155H,8GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,159500
LNK-3770,MSI Cyborg 15,Used,MSI,Cyborg 15,Intel Core i5-1235U,16GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,91500
LNK-3771,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,Intel Core Ultra 5 125H,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,214500
LNK-3772,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,Intel Core i3-1215U,64GB,1TB,SSD SATA,NVIDIA GeForce RTX 3050,"16.0"" WQXGA 165Hz",No,122000
LNK-3773,Apple MacBook Air M2,Used,Apple,MacBook Air M2,Apple M3 (8-core),16GB,256GB,SSD NVMe,Apple M3 Integrated,"16.0"" WQXGA 165Hz",No,191500
LNK-3774,Apple MacBook Air M1,Refurbished,Apple,MacBook Air M1,Apple M2 (8-core),16GB,512GB,SSD NVMe,Apple M2 Integrated,"14.0"" QHD 120Hz",No,226500
LNK-3775,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,Intel Core i5-13420H,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",No,175000
LNK-3776,Lenovo ThinkPad X1 Carbon,Refurbished,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 7640HS,64GB,2TB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,230000
LNK-3777,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,AMD Ryzen 7 7730U,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,135000
LNK-3778,MSI Thin 15,Used,MSI,Thin 15,Intel Core i7-13620H,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 144Hz",No,214500
LNK-3779,Acer TravelMate P2,Refurbished,Acer,TravelMate P2,AMD Ryzen 7 7730U,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,173500
LNK-3780,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,Intel Core i9-14900HX,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"13.3"" FHD",Yes,681000
LNK-3781,Gigabyte G5 KF,Used,Gigabyte,G5 KF,Intel Core i5-1235U,32GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,112500
LNK-3782,Dell Inspiron 15,New,Dell,Inspiron 15,Intel Core i7-13620H,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,244500
LNK-3783,MSI Cyborg 15,Refurbished,MSI,Cyborg 15,Intel Core Ultra 7 155H,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"13.3"" FHD",No,366500
LNK-3784,Lenovo Yoga 7i,New,Lenovo,Yoga 7i,Intel Core i9-14900HX,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"14.0"" QHD 120Hz",No,779000
LNK-3785,Dell G15 Gaming,New,Dell,G15 Gaming,AMD Ryzen 5 5500U,16GB,256GB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,163500
LNK-3786,Apple MacBook Air M3,Used,Apple,MacBook Air M3,Apple M3 Max (14-core),64GB,1TB,SSD NVMe,Apple M3 Max Integrated,"16.0"" WQXGA 165Hz",No,244500
LNK-3787,Dell Inspiron 15,New,Dell,Inspiron 15,AMD Ryzen 3 7320U,32GB,512GB,SSD SATA,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,142500
LNK-3788,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core Ultra 5 125H,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",Yes,119000
LNK-3789,Acer Aspire 3,Refurbished,Acer,Aspire 3,Intel Core i9-14900HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"13.3"" FHD",No,543500
LNK-3790,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,AMD Ryzen 5 5500U,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",No,167000
LNK-3791,MSI Katana 17,Refurbished,MSI,Katana 17,Intel Core Ultra 7 155H,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4050,"17.3"" QHD 240Hz",No,384500
LNK-3792,Lenovo ThinkPad X1 Carbon,Refurbished,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 3 7320U,8GB,1TB,SSD SATA,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,93500
LNK-3793,HP Spectre x360,Used,HP,Spectre x360,Intel Core Ultra 5 125H,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",Yes,133500
LNK-3794,ASUS ROG Strix G16,New,ASUS,ROG Strix G16,AMD Ryzen 5 7520U,8GB,256GB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",No,133500
LNK-3795,Lenovo LOQ 15,New,Lenovo,LOQ 15,AMD Ryzen 7 7730U,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" WQXGA 165Hz",No,292000
LNK-3796,Gigabyte Aorus 15,New,Gigabyte,Aorus 15,Intel Core i9-14900HX,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4090,"13.3"" FHD",No,842500
LNK-3797,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,AMD Ryzen 7 7840HS,32GB,512GB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,243500
LNK-3798,HP Spectre x360,New,HP,Spectre x360,Intel Core i5-13420H,8GB,2TB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",Yes,247500
LNK-3799,MSI Raider GE78,Used,MSI,Raider GE78,AMD Ryzen 5 5500U,8GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,73000
LNK-3800,Acer Aspire 5,Refurbished,Acer,Aspire 5,Intel Core Ultra 7 155H,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4060,"14.0"" QHD 120Hz",No,350000
LNK-3801,MSI Modern 14,New,MSI,Modern 14,Intel Core Ultra 7 155H,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4050,"13.3"" FHD",No,363000
LNK-3802,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,Intel Core Ultra 5 125H,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,134500
LNK-3803,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,AMD Ryzen 9 7945HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",No,604500
LNK-3804,Lenovo IdeaPad Slim 3,New,Lenovo,IdeaPad Slim 3,Intel Core i5-1235U,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,131500
LNK-3805,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,AMD Ryzen 9 7945HX,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" UHD+ OLED",No,567000
LNK-3806,Gigabyte G5 KF,Used,Gigabyte,G5 KF,AMD Ryzen 3 7320U,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 144Hz",No,106500
LNK-3807,Lenovo ThinkPad E14,Used,Lenovo,ThinkPad E14,AMD Ryzen 3 7320U,64GB,1TB,eMMC,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,127000
LNK-3808,Apple MacBook Air M3,Used,Apple,MacBook Air M3,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,191000
LNK-3809,Apple MacBook Pro M2 Pro,New,Apple,MacBook Pro M2 Pro,Apple M3 (8-core),8GB,512GB,SSD NVMe,Apple M3 Integrated,"13.3"" FHD",No,366000
LNK-3810,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,AMD Ryzen 5 7640HS,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,142000
LNK-3811,ASUS ExpertBook B1,New,ASUS,ExpertBook B1,Intel Core Ultra 5 125H,64GB,1TB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,306500
LNK-3812,Acer Swift Go 14,Refurbished,Acer,Swift Go 14,Intel Core i7-13700H,8GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,147000
LNK-3813,Apple MacBook Air M1,Used,Apple,MacBook Air M1,Apple M3 (8-core),16GB,512GB,SSD NVMe,Apple M3 Integrated,"14.0"" QHD 120Hz",No,217000
LNK-3814,Apple MacBook Pro M3,New,Apple,MacBook Pro M3,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"13.3"" FHD",No,369000
LNK-3815,MSI Thin 15,Refurbished,MSI,Thin 15,Intel Core i5-13420H,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,142000
LNK-3816,Gigabyte G5 KF,Used,Gigabyte,G5 KF,Intel Core i5-13420H,16GB,2TB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,119000
LNK-3817,ASUS ROG Zephyrus G14,New,ASUS,ROG Zephyrus G14,AMD Ryzen 5 7520U,16GB,1TB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,196000
LNK-3818,ASUS ZenBook 14,Used,ASUS,ZenBook 14,AMD Ryzen 3 7320U,64GB,512GB,eMMC,AMD Radeon Graphics,"13.3"" FHD",No,111500
LNK-3819,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,Intel Core i5-1235U,64GB,512GB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,248000
LNK-3820,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,AMD Ryzen 7 7840HS,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" UHD+ OLED",No,497500
LNK-3821,MSI Modern 14,Refurbished,MSI,Modern 14,Intel Core Ultra 5 125H,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,206500
LNK-3822,Dell Vostro 3520,Used,Dell,Vostro 3520,AMD Ryzen 5 7520U,8GB,1TB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,96500
LNK-3823,Dell Latitude 3540,Refurbished,Dell,Latitude 3540,Intel Core i7-14700HX,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"14.0"" QHD 120Hz",No,679500
LNK-3824,Dell XPS 15,Refurbished,Dell,XPS 15,Intel Core i7-14700HX,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,632500
LNK-3825,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,Intel Core i7-14700HX,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,407500
LNK-3826,Lenovo ThinkPad X1 Carbon,Used,Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 7 155H,64GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",Yes,273500
LNK-3827,Acer Swift Go 14,Used,Acer,Swift Go 14,AMD Ryzen 5 7640HS,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",No,106500
LNK-3828,MSI Raider GE78,Used,MSI,Raider GE78,AMD Ryzen 9 7945HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 144Hz",No,370000
LNK-3829,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,AMD Ryzen 7 7730U,32GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,289000
LNK-3830,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,Intel Core Ultra 5 125H,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",Yes,216500
LNK-3831,MSI Modern 14,New,MSI,Modern 14,Intel Core i7-13700H,16GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,279500
LNK-3832,ASUS ZenBook 14,Used,ASUS,ZenBook 14,Intel Core i7-14700HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" UHD+ OLED",No,236500
LNK-3833,Apple MacBook Air M2,New,Apple,MacBook Air M2,Apple M1 (8-core),8GB,256GB,SSD NVMe,Apple M1 Integrated,"16.0"" WQXGA 165Hz",No,201000
LNK-3834,Dell XPS 13,New,Dell,XPS 13,Intel Core i9-14900HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",No,836000
LNK-3835,ASUS ROG Zephyrus G14,Used,ASUS,ROG Zephyrus G14,Intel Core i7-14700HX,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4080,"13.3"" FHD",No,268500
LNK-3836,Microsoft Surface Pro 9,Refurbished,Microsoft,Surface Pro 9,Intel Core i7-14700HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" WQXGA 165Hz",Yes,311000
LNK-3837,Lenovo IdeaPad Slim 3,Used,Lenovo,IdeaPad Slim 3,AMD Ryzen 7 7840HS,64GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",Yes,190500
LNK-3838,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,Intel Core i5-13420H,64GB,2TB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",Yes,194000
LNK-3839,Acer Swift Go 14,New,Acer,Swift Go 14,Intel Core Ultra 7 155H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4050,"16.0"" WQXGA 165Hz",No,426500
LNK-3840,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,Intel Core i7-13620H,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4050,"17.3"" QHD 240Hz",No,233000
LNK-3841,Dell Inspiron 15,Refurbished,Dell,Inspiron 15,Intel Core i5-1235U,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,117000
LNK-3842,Lenovo ThinkPad X1 Carbon,Used,Lenovo,ThinkPad X1 Carbon,Intel Core i7-13620H,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"14.0"" FHD",No,186500
LNK-3843,ASUS TUF Gaming A15,Used,ASUS,TUF Gaming A15,Intel Core i9-14900HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4090,"14.0"" FHD",No,428500
LNK-3844,Apple MacBook Air M2,Used,Apple,MacBook Air M2,Apple M3 Pro (11-core),16GB,1TB,SSD NVMe,Apple M3 Pro Integrated,"13.3"" FHD",No,208000
LNK-3845,ASUS ROG Strix G16,New,ASUS,ROG Strix G16,Intel Core Ultra 5 125H,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",No,191500
LNK-3846,Dell Latitude 3540,Used,Dell,Latitude 3540,Intel Core i9-14900HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"13.3"" FHD",Yes,384000
LNK-3847,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,AMD Ryzen 7 7730U,64GB,2TB,SSD NVMe,Intel Graphics,"13.3"" FHD",No,327000
